truck_id,temperature,fuel,latitude,longitude,timestamp
WERN-89038,35.9,86.9,38.186695,-67.823403,18-06-2026 17:45
SCHN-95053,60.3,21.0,45.869188,-68.768817,18-06-2026 17:46
USAT-50252,54.3,97.5,45.200294,-73.375057,18-06-2026 17:46
USAT-52245,47.7,21.2,30.600461,-81.194059,18-06-2026 17:47
SCHN-13547,8.6,65.4,28.263561,-109.553495,18-06-2026 17:47
SCHN-63352,-12.3,54.0,39.98743,-94.296574,18-06-2026 17:48
WERN-84301,-15.2,28.2,42.275311,-97.056999,18-06-2026 17:48
USAT-43483,-22.6,20.8,41.957193,-83.29876,18-06-2026 17:49
SCHN-93690,-8.1,8.3,37.058577,-76.538324,18-06-2026 17:49
USAT-23229,-23.2,79.2,45.9859,-94.861047,18-06-2026 17:50
SCHN-68411,40.3,16.4,41.736051,-115.419059,18-06-2026 17:50
CRST-82976,11.9,63.2,33.25709,-81.200449,18-06-2026 17:51
KNGT-36598,25.2,18.9,25.041366,-106.653179,18-06-2026 17:51
CRST-91686,20.5,55.3,29.051298,-94.683604,18-06-2026 17:52
SAIA-01899,1.9,10.0,25.478785,-74.103234,18-06-2026 17:52
SCHN-40668,-14.1,37.2,27.034327,-113.022321,18-06-2026 17:53
CRST-91222,26.5,65.4,43.60588,-120.49249,18-06-2026 17:53
WERN-30235,57.1,81.2,40.982881,-94.638081,18-06-2026 17:54
SCHN-10526,46.2,93.8,36.294455,-71.320406,18-06-2026 17:54
USAT-18938,63.5,87.2,47.689086,-122.381347,18-06-2026 17:55
USAT-92720,8.8,23.8,39.990673,-92.399096,18-06-2026 17:55
KNGT-21878,55.3,19.6,28.202215,-81.276361,18-06-2026 17:56
USAT-76857,43.6,25.9,40.480637,-68.644026,18-06-2026 17:56
SAIA-26343,64.6,97.4,37.241363,-117.613537,18-06-2026 17:57
USAT-62847,2.3,98.2,40.860019,-112.832522,18-06-2026 17:57
KNGT-78981,51.3,98.6,31.330537,-123.98259,18-06-2026 17:58
SWFT-32220,23.3,69.3,38.653175,-72.255154,18-06-2026 17:58
KNGT-05757,16.5,42.5,45.786831,-75.727461,18-06-2026 17:59
SAIA-46200,19.2,83.0,37.218479,-81.958534,18-06-2026 17:59
USAT-25878,16.1,86.7,30.370542,-117.042007,18-06-2026 18:00
WERN-61089,58.3,29.6,30.270692,-106.210244,18-06-2026 18:00
SAIA-13777,64.7,28.9,46.608718,-113.317367,18-06-2026 18:01
KNGT-48050,38.0,98.4,48.332603,-101.451735,18-06-2026 18:01
WERN-22868,-6.7,60.3,30.041925,-89.081764,18-06-2026 18:02
SWFT-95837,14.9,99.8,27.090141,-104.737303,18-06-2026 18:02
HUBG-81119,8.8,63.7,47.541481,-118.404076,18-06-2026 18:03
WERN-30558,38.7,99.3,44.443019,-98.410095,18-06-2026 18:03
WERN-51797,-18.3,52.1,36.726191,-70.96164,18-06-2026 18:04
HUBG-94322,37.1,81.4,27.349481,-88.652617,18-06-2026 18:04
USAT-11843,19.3,50.1,34.812173,-103.666152,18-06-2026 18:05
USAT-22908,-0.2,91.3,27.669772,-81.249594,18-06-2026 18:05
KNGT-90462,-19.0,34.5,42.167684,-84.085166,18-06-2026 18:06
WERN-27408,-20.0,52.8,37.296349,-94.753476,18-06-2026 18:06
SWFT-93001,59.8,18.0,29.079536,-117.32074,18-06-2026 18:07
WERN-12206,29.8,80.7,29.002704,-96.912595,18-06-2026 18:07
HUBG-50496,27.4,31.9,33.097554,-84.165899,18-06-2026 18:08
USAT-59308,-23.3,0.9,40.643062,-88.526348,18-06-2026 18:08
CRST-51586,48.2,21.2,26.789079,-107.001934,18-06-2026 18:09
CRST-13693,-5.0,90.5,48.528306,-102.620778,18-06-2026 18:09
SWFT-81991,11.4,43.2,35.853143,-77.054729,18-06-2026 18:10
SAIA-68369,36.4,12.7,29.078134,-73.699566,18-06-2026 18:10
USAT-74266,-12.2,61.3,30.168845,-95.247056,18-06-2026 18:11
SCHN-84220,50.7,94.0,33.741382,-120.044336,18-06-2026 18:11
CRST-43614,54.4,73.5,48.768023,-101.988635,18-06-2026 18:12
HUBG-55585,24.4,64.0,38.006241,-91.282636,18-06-2026 18:12
CRST-39595,9.7,61.9,37.789602,-124.783018,18-06-2026 18:13
USAT-39604,-1.1,50.8,25.387779,-102.594989,18-06-2026 18:13
USAT-12028,43.8,42.1,30.704754,-90.790736,18-06-2026 18:14
SCHN-37485,7.4,27.5,24.686753,-102.813783,18-06-2026 18:14
WERN-66518,51.9,54.3,44.549637,-122.867651,18-06-2026 18:15
CRST-74675,44.6,9.2,48.980761,-113.786347,18-06-2026 18:15
HUBG-46382,8.5,2.3,42.468276,-98.60867,18-06-2026 18:16
SCHN-84010,-3.3,59.6,43.965272,-118.66954,18-06-2026 18:16
SWFT-57271,9.0,33.6,39.819471,-94.353932,18-06-2026 18:17
USAT-55026,7.5,79.8,45.422456,-108.917773,18-06-2026 18:17
CRST-67178,65.9,77.2,34.730649,-108.838715,18-06-2026 18:18
CRST-33358,34.6,86.2,42.778833,-95.13404,18-06-2026 18:18
KNGT-62195,37.5,48.5,26.113804,-119.341662,18-06-2026 18:19
SAIA-32135,1.9,85.2,37.641504,-68.556743,18-06-2026 18:19
CRST-78485,9.6,66.0,35.6991,-72.833659,18-06-2026 18:20
SAIA-65225,19.3,92.3,36.208931,-79.117024,18-06-2026 18:20
HUBG-80347,67.8,46.6,32.84555,-111.267257,18-06-2026 18:21
SCHN-97410,38.4,67.4,25.034663,-69.658737,18-06-2026 18:21
KNGT-57019,-10.4,24.9,34.763677,-74.568644,18-06-2026 18:22
USAT-15761,69.1,80.5,48.503765,-72.805189,18-06-2026 18:22
KNGT-76345,0.6,73.3,41.956712,-91.625813,18-06-2026 18:23
SWFT-07373,34.1,64.2,47.530535,-105.582199,18-06-2026 18:23
KNGT-26602,58.1,14.7,42.209389,-123.911027,18-06-2026 18:24
WERN-53111,33.5,46.5,29.814988,-94.175394,18-06-2026 18:24
SWFT-31564,63.0,98.2,31.79069,-116.511225,18-06-2026 18:25
HUBG-43662,55.6,99.2,32.536166,-111.214746,18-06-2026 18:25
WERN-93914,-21.7,95.4,39.339909,-119.249013,18-06-2026 18:26
SWFT-62729,40.2,95.5,29.215289,-68.599342,18-06-2026 18:26
USAT-69671,43.5,68.8,29.391719,-71.189485,18-06-2026 18:27
WERN-16133,10.3,64.7,27.471038,-113.711126,18-06-2026 18:27
SWFT-70810,61.4,87.6,27.984516,-73.995127,18-06-2026 18:28
CRST-07757,51.1,45.8,32.2444,-114.010507,18-06-2026 18:28
SAIA-27159,9.9,31.9,35.173303,-69.147154,18-06-2026 18:29
WERN-00188,-3.8,87.3,47.75454,-114.049213,18-06-2026 18:29
SCHN-99844,-4.8,9.6,43.453682,-93.582928,18-06-2026 18:30
USAT-32412,-4.0,39.6,26.961384,-124.358118,18-06-2026 18:30
USAT-91589,31.0,85.9,48.816111,-104.664758,18-06-2026 18:31
KNGT-05343,36.1,80.6,27.184627,-105.081609,18-06-2026 18:31
KNGT-18697,-10.9,39.4,47.185326,-74.692921,18-06-2026 18:32
HUBG-49451,27.1,42.2,45.045781,-73.608147,18-06-2026 18:32
WERN-64243,-1.2,38.8,32.293635,-97.304519,18-06-2026 18:33
SCHN-63507,61.5,75.9,41.261485,-94.635738,18-06-2026 18:33
KNGT-99146,56.3,29.7,48.535037,-113.327014,18-06-2026 18:34
SAIA-92164,-14.0,50.0,33.190448,-124.528305,18-06-2026 18:34
HUBG-74803,-1.0,27.4,34.307109,-111.99989,18-06-2026 18:35
USAT-32699,64.7,81.6,26.992141,-90.144313,18-06-2026 18:35
SWFT-22757,3.4,97.5,36.382995,-94.884525,18-06-2026 18:36
SCHN-97040,52.5,8.9,27.811892,-119.70325,18-06-2026 18:36
CRST-06924,-20.2,44.9,44.818546,-120.39465,18-06-2026 18:37
USAT-16492,11.8,63.8,28.10764,-89.309931,18-06-2026 18:37
USAT-06074,33.4,33.2,25.973701,-116.449579,18-06-2026 18:38
KNGT-69197,13.0,22.6,28.688052,-83.039798,18-06-2026 18:38
WERN-97617,50.1,7.4,24.168755,-70.883513,18-06-2026 18:39
SWFT-71045,68.1,48.5,31.773666,-110.834981,18-06-2026 18:39
KNGT-65857,23.8,32.9,41.610043,-97.111662,18-06-2026 18:40
HUBG-09949,19.0,2.5,47.610829,-118.224426,18-06-2026 18:40
SCHN-66642,41.9,54.4,34.592665,-120.446531,18-06-2026 18:41
USAT-38936,46.6,64.6,36.557377,-100.776963,18-06-2026 18:41
WERN-75943,-19.3,95.7,26.07795,-85.097335,18-06-2026 18:42
HUBG-33271,16.6,45.6,46.680571,-76.208954,18-06-2026 18:42
CRST-63838,22.5,36.2,35.597508,-118.222125,18-06-2026 18:43
SWFT-88148,4.2,16.2,27.373918,-70.335351,18-06-2026 18:43
HUBG-45291,47.1,73.3,29.008805,-117.933371,18-06-2026 18:44
KNGT-71413,59.3,0.6,42.885998,-120.508822,18-06-2026 18:44
SWFT-22384,55.3,92.8,27.712852,-99.926458,18-06-2026 18:45
WERN-79866,35.2,24.1,25.341158,-74.276028,18-06-2026 18:45
SAIA-10806,50.4,12.5,43.171225,-124.04694,18-06-2026 18:46
CRST-39812,-2.9,56.2,42.285573,-84.988162,18-06-2026 18:46
SAIA-59136,-22.6,60.9,40.28709,-98.165709,18-06-2026 18:47
USAT-68211,23.8,62.4,47.995763,-108.677789,18-06-2026 18:47
KNGT-71493,13.9,23.1,29.930074,-104.76832,18-06-2026 18:48
SAIA-35654,58.8,82.2,36.321116,-113.910025,18-06-2026 18:48
HUBG-27299,50.0,6.7,32.056108,-93.68197,18-06-2026 18:49
SWFT-80052,11.3,98.6,30.30869,-99.705929,18-06-2026 18:49
SCHN-30510,-23.3,47.7,47.020025,-96.115507,18-06-2026 18:50
WERN-46549,1.1,23.9,27.393998,-123.994253,18-06-2026 18:50
SWFT-73967,9.2,60.2,35.511409,-112.79359,18-06-2026 18:51
HUBG-70609,39.2,39.7,32.131886,-77.662098,18-06-2026 18:51
KNGT-03976,60.8,9.3,34.990676,-76.95653,18-06-2026 18:52
SCHN-98732,-4.0,23.3,33.845458,-89.659083,18-06-2026 18:52
KNGT-37854,49.7,70.4,40.044416,-82.234416,18-06-2026 18:53
KNGT-68123,44.2,80.1,36.003855,-74.316905,18-06-2026 18:53
USAT-37289,8.5,47.2,46.076807,-84.099529,18-06-2026 18:54
SWFT-35965,-23.5,54.0,41.093626,-68.591786,18-06-2026 18:54
SAIA-51413,-21.9,44.5,26.322022,-68.498427,18-06-2026 18:55
USAT-58094,33.8,16.8,25.809317,-113.106046,18-06-2026 18:55
SAIA-60241,55.5,43.4,28.566038,-124.40551,18-06-2026 18:56
USAT-56351,35.0,43.3,48.171871,-122.03472,18-06-2026 18:56
KNGT-95515,48.5,74.2,44.199949,-118.625912,18-06-2026 18:57
WERN-05008,22.8,6.3,31.325687,-71.501468,18-06-2026 18:57
SWFT-20703,-0.0,25.1,31.25826,-107.812768,18-06-2026 18:58
CRST-30597,-21.2,57.0,36.713144,-69.757935,18-06-2026 18:58
WERN-01456,52.6,21.8,29.254711,-72.020769,18-06-2026 18:59
SCHN-64500,20.1,44.3,39.939352,-79.034299,18-06-2026 18:59
SCHN-76017,58.3,49.3,44.236404,-95.321278,18-06-2026 19:00
WERN-35322,10.2,15.9,26.585591,-76.866858,18-06-2026 19:00
SAIA-37483,1.2,31.3,44.42488,-75.54066,18-06-2026 19:01
SAIA-22169,38.4,59.1,45.780021,-124.735549,18-06-2026 19:01
USAT-65541,32.4,77.0,39.972162,-107.8505,18-06-2026 19:02
WERN-83400,41.9,47.3,24.486571,-71.937553,18-06-2026 19:02
SAIA-24596,-16.3,1.3,43.77237,-120.386944,18-06-2026 19:03
SWFT-37748,-17.1,67.1,46.09451,-69.72344,18-06-2026 19:03
CRST-21008,29.2,36.3,29.686816,-122.931089,18-06-2026 19:04
SAIA-20941,27.1,45.6,28.322671,-118.697367,18-06-2026 19:04
CRST-00613,-16.2,91.0,27.579335,-72.219734,18-06-2026 19:05
SWFT-63887,15.9,42.1,46.05701,-101.075375,18-06-2026 19:05
WERN-22701,35.2,91.4,24.10004,-115.754795,18-06-2026 19:06
SAIA-20486,26.5,27.2,40.081537,-91.935027,18-06-2026 19:06
SCHN-73452,-7.3,69.3,34.701014,-91.412001,18-06-2026 19:07
SAIA-93653,63.1,43.4,31.540228,-121.411631,18-06-2026 19:07
WERN-25779,-21.7,94.0,48.250114,-79.051542,18-06-2026 19:08
KNGT-77797,0.9,74.0,41.378146,-68.617249,18-06-2026 19:08
KNGT-70598,-18.6,25.5,34.817658,-102.416992,18-06-2026 19:09
HUBG-48741,1.9,45.7,38.438989,-120.108809,18-06-2026 19:09
SAIA-78168,40.1,91.9,28.950998,-71.56553,18-06-2026 19:10
WERN-36341,-22.7,66.5,46.082633,-97.96286,18-06-2026 19:10
KNGT-22876,-21.3,86.4,41.304093,-106.210302,18-06-2026 19:11
WERN-30367,-5.4,31.8,35.884966,-79.133868,18-06-2026 19:11
SWFT-01920,-22.4,76.1,26.24332,-92.302692,18-06-2026 19:12
USAT-94444,12.1,13.7,41.626608,-77.813063,18-06-2026 19:12
SCHN-14758,-3.1,85.3,32.949933,-111.745541,18-06-2026 19:13
SCHN-83351,5.6,54.6,42.130241,-84.148217,18-06-2026 19:13
SCHN-31354,54.5,5.5,27.478502,-119.935389,18-06-2026 19:14
CRST-22568,16.1,26.9,33.052541,-118.214295,18-06-2026 19:14
SWFT-66963,-23.6,49.7,30.44971,-121.632486,18-06-2026 19:15
CRST-18729,26.9,51.6,31.175409,-121.535212,18-06-2026 19:15
SAIA-46536,-14.6,74.2,44.89342,-116.748684,18-06-2026 19:16
CRST-39575,-19.4,55.3,25.998774,-92.862893,18-06-2026 19:16
USAT-75041,6.1,78.6,47.234862,-117.561471,18-06-2026 19:17
HUBG-62112,0.9,81.3,35.575693,-90.957353,18-06-2026 19:17
WERN-81288,-14.4,60.7,43.169117,-82.0379,18-06-2026 19:18
SAIA-14612,3.4,21.6,25.793137,-113.049118,18-06-2026 19:18
HUBG-89555,21.0,65.5,45.372661,-74.659931,18-06-2026 19:19
WERN-47320,-1.1,43.8,44.558356,-112.422224,18-06-2026 19:19
CRST-52412,-21.9,7.7,38.2979,-70.216631,18-06-2026 19:20
SWFT-41499,59.8,47.7,26.843257,-86.73243,18-06-2026 19:20
USAT-82677,36.9,81.0,43.458359,-99.822525,18-06-2026 19:21
SWFT-63635,42.1,43.6,27.972782,-112.852101,18-06-2026 19:21
KNGT-41034,13.8,36.6,41.651005,-115.696918,18-06-2026 19:22
SAIA-14871,29.5,19.5,27.531592,-108.428926,18-06-2026 19:22
KNGT-90031,41.8,55.6,31.87189,-123.533122,18-06-2026 19:23
HUBG-11432,8.9,25.6,38.147443,-74.883633,18-06-2026 19:23
USAT-24286,54.0,62.0,32.30101,-86.51569,18-06-2026 19:24
KNGT-02358,48.4,0.6,41.477354,-94.532309,18-06-2026 19:24
HUBG-28573,2.3,36.2,26.149576,-114.088611,18-06-2026 19:25
HUBG-61445,6.6,76.0,27.482917,-77.070019,18-06-2026 19:25
KNGT-02325,-7.5,2.9,31.480392,-119.169884,18-06-2026 19:26
HUBG-70683,22.7,10.0,37.937056,-91.968678,18-06-2026 19:26
SCHN-76829,52.1,97.0,41.732689,-71.13403,18-06-2026 19:27
CRST-81012,28.6,0.9,41.077027,-123.994035,18-06-2026 19:27
WERN-74653,8.7,76.2,40.224391,-95.739351,18-06-2026 19:28
SCHN-12760,14.0,36.0,35.290418,-72.586358,18-06-2026 19:28
USAT-89554,40.8,28.9,24.025166,-78.247189,18-06-2026 19:29
KNGT-04391,23.9,71.2,42.798525,-123.24028,18-06-2026 19:29
KNGT-02441,27.5,84.7,25.588817,-110.447748,18-06-2026 19:30
USAT-86811,32.9,43.6,24.761241,-115.781824,18-06-2026 19:30
SCHN-90704,45.2,0.0,26.473586,-78.494941,18-06-2026 19:31
KNGT-64194,34.4,88.4,36.792438,-111.955184,18-06-2026 19:31
KNGT-23058,40.0,90.0,33.900325,-71.450819,18-06-2026 19:32
HUBG-74733,38.3,59.2,39.204742,-86.557851,18-06-2026 19:32
USAT-77772,63.0,24.1,45.333884,-107.564729,18-06-2026 19:33
SCHN-94392,45.0,96.8,33.099063,-121.624494,18-06-2026 19:33
SAIA-55387,26.9,43.6,25.631829,-118.522585,18-06-2026 19:34
KNGT-64210,60.3,90.9,27.212783,-72.03986,18-06-2026 19:34
WERN-93240,60.5,24.3,28.491538,-117.433547,18-06-2026 19:35
WERN-66767,8.4,91.3,37.276326,-106.598146,18-06-2026 19:35
WERN-70895,51.5,75.2,47.897035,-94.787706,18-06-2026 19:36
SCHN-80836,68.3,44.4,48.663345,-81.285697,18-06-2026 19:36
USAT-17597,-5.3,4.6,39.864705,-90.51282,18-06-2026 19:37
SWFT-33263,12.7,38.1,43.922775,-109.449187,18-06-2026 19:37
USAT-94055,14.5,86.2,39.218814,-69.226161,18-06-2026 19:38
CRST-31052,33.0,67.4,36.753431,-96.49858,18-06-2026 19:38
HUBG-67537,66.5,29.8,28.694181,-102.394879,18-06-2026 19:39
KNGT-15715,4.0,60.1,41.529304,-87.123822,18-06-2026 19:39
SAIA-41487,46.6,93.3,46.768582,-122.63482,18-06-2026 19:40
CRST-54706,49.0,39.6,29.024055,-100.468432,18-06-2026 19:40
SAIA-28337,41.1,22.6,42.501924,-107.804689,18-06-2026 19:41
WERN-49263,30.9,84.6,28.447324,-90.068254,18-06-2026 19:41
WERN-56588,29.3,54.0,46.797486,-118.482114,18-06-2026 19:42
KNGT-67424,1.8,57.1,44.799098,-91.821632,18-06-2026 19:42
HUBG-38441,-12.0,92.5,34.942677,-69.411782,18-06-2026 19:43
WERN-05619,6.7,40.3,38.622635,-81.92248,18-06-2026 19:43
HUBG-01559,-3.2,73.2,46.298099,-79.505835,18-06-2026 19:44
USAT-12668,37.0,86.6,31.833843,-107.383389,18-06-2026 19:44
USAT-26980,56.0,59.7,24.109972,-86.127359,18-06-2026 19:45
WERN-20699,-9.9,60.6,31.72657,-99.304137,18-06-2026 19:45
SAIA-80924,37.6,49.4,24.857157,-94.405401,18-06-2026 19:46
CRST-83424,-13.4,9.0,41.661981,-82.815217,18-06-2026 19:46
SWFT-00730,11.1,28.5,30.94092,-106.960129,18-06-2026 19:47
SAIA-70838,-8.5,38.3,28.313228,-80.280288,18-06-2026 19:47
CRST-41768,3.5,25.3,27.867599,-113.903393,18-06-2026 19:48
USAT-62718,56.6,27.3,29.595143,-83.432655,18-06-2026 19:48
SWFT-76595,14.9,87.3,26.877062,-108.374829,18-06-2026 19:49
HUBG-92352,-14.7,59.0,41.077703,-124.085542,18-06-2026 19:49
SWFT-86994,-6.1,94.2,43.098469,-69.047966,18-06-2026 19:50
SWFT-41796,55.1,45.3,34.344477,-70.373025,18-06-2026 19:50
KNGT-58353,14.0,63.0,24.010232,-113.260601,18-06-2026 19:51
HUBG-15061,63.9,57.2,28.512887,-73.277959,18-06-2026 19:51
KNGT-20010,28.3,94.1,33.824726,-102.459456,18-06-2026 19:52
SWFT-76370,23.2,11.8,33.740413,-106.0185,18-06-2026 19:52
USAT-97349,18.3,31.2,24.668787,-103.211342,18-06-2026 19:53
WERN-35033,48.5,75.2,28.652228,-120.807514,18-06-2026 19:53
SAIA-17538,54.4,77.5,38.142499,-70.222826,18-06-2026 19:54
SCHN-84867,-12.9,10.9,29.281426,-67.054124,18-06-2026 19:54
KNGT-91419,13.8,55.4,24.124017,-117.360354,18-06-2026 19:55
USAT-67226,1.9,24.8,33.587263,-117.399601,18-06-2026 19:55
HUBG-96412,60.4,84.8,42.289103,-88.115949,18-06-2026 19:56
HUBG-67499,44.8,75.9,35.364859,-109.223965,18-06-2026 19:56
CRST-31189,2.8,55.6,27.506274,-78.545243,18-06-2026 19:57
USAT-18659,13.8,62.7,33.811186,-124.978429,18-06-2026 19:57
CRST-60863,14.8,92.6,41.399616,-100.617981,18-06-2026 19:58
SCHN-93617,63.5,0.3,42.820188,-86.69415,18-06-2026 19:58
CRST-37204,20.0,63.1,25.275394,-73.468415,18-06-2026 19:59
SWFT-13854,-23.2,7.3,38.822431,-111.658115,18-06-2026 19:59
CRST-15444,44.4,95.1,29.770336,-83.892473,18-06-2026 20:00
SCHN-30174,-15.8,35.9,40.351286,-80.954879,18-06-2026 20:00
SWFT-08245,34.9,26.0,44.974049,-71.130468,18-06-2026 20:01
WERN-20168,23.8,0.5,32.320709,-107.224705,18-06-2026 20:01
CRST-97224,47.5,1.1,41.140446,-78.815825,18-06-2026 20:02
KNGT-65583,27.3,96.9,44.826008,-117.447591,18-06-2026 20:02
HUBG-85400,-8.4,77.8,35.645135,-93.151155,18-06-2026 20:03
SAIA-85795,59.9,94.0,43.191821,-77.814617,18-06-2026 20:03
HUBG-34112,60.8,38.9,33.74267,-99.094772,18-06-2026 20:04
SCHN-60618,15.0,30.6,36.490417,-87.102852,18-06-2026 20:04
KNGT-84823,32.9,73.6,44.335178,-90.992046,18-06-2026 20:05
WERN-93285,27.5,68.7,43.406464,-121.385423,18-06-2026 20:05
WERN-64265,25.8,95.2,26.807486,-87.535769,18-06-2026 20:06
SWFT-29527,-16.4,21.3,43.58321,-113.777013,18-06-2026 20:06
WERN-99285,21.9,56.9,36.516696,-94.349183,18-06-2026 20:07
KNGT-60806,-3.6,58.8,31.904447,-109.867575,18-06-2026 20:07
SCHN-00214,50.8,71.1,42.94743,-123.236096,18-06-2026 20:08
SWFT-08104,55.6,96.8,32.72885,-71.948536,18-06-2026 20:08
KNGT-42782,-23.2,91.9,28.989699,-69.783346,18-06-2026 20:09
SCHN-90263,45.0,74.5,42.462092,-68.591553,18-06-2026 20:09
HUBG-66294,-14.1,38.3,28.348101,-68.036995,18-06-2026 20:10
KNGT-54146,-24.1,37.6,32.11507,-75.313186,18-06-2026 20:10
WERN-07564,-23.7,67.6,27.889801,-99.707237,18-06-2026 20:11
WERN-62559,19.3,37.1,39.57308,-75.623081,18-06-2026 20:11
HUBG-72501,52.3,74.7,36.737322,-110.748049,18-06-2026 20:12
SCHN-65211,4.6,93.3,41.852621,-77.501704,18-06-2026 20:12
SCHN-27054,62.8,61.0,30.527935,-111.331734,18-06-2026 20:13
SWFT-86279,15.0,65.7,43.418672,-79.058155,18-06-2026 20:13
WERN-87374,-7.1,68.1,27.825443,-101.00564,18-06-2026 20:14
CRST-25304,18.6,61.3,33.145362,-84.849474,18-06-2026 20:14
KNGT-31299,34.6,51.3,48.800074,-123.947383,18-06-2026 20:15
WERN-58374,23.0,80.5,30.651645,-110.596145,18-06-2026 20:15
SWFT-53139,16.9,8.8,37.851809,-114.207977,18-06-2026 20:16
SWFT-77205,-7.1,71.0,47.231775,-67.563855,18-06-2026 20:16
USAT-10962,41.4,18.4,45.922595,-121.489212,18-06-2026 20:17
SCHN-18231,8.3,79.6,37.574315,-96.084948,18-06-2026 20:17
SWFT-55277,67.2,61.5,36.778424,-101.518124,18-06-2026 20:18
HUBG-01656,13.1,41.0,27.197119,-95.545878,18-06-2026 20:18
SAIA-97366,-4.0,42.3,40.758411,-86.667469,18-06-2026 20:19
HUBG-65760,56.7,22.3,27.521839,-104.247824,18-06-2026 20:19
KNGT-19811,-5.2,34.6,29.106119,-110.027208,18-06-2026 20:20
KNGT-13939,-9.0,15.7,40.325661,-98.504625,18-06-2026 20:20
USAT-72493,43.3,33.6,29.803449,-85.811279,18-06-2026 20:21
SAIA-29283,3.3,46.2,40.467128,-69.375145,18-06-2026 20:21
WERN-33585,14.6,22.3,45.957414,-87.611355,18-06-2026 20:22
SWFT-37187,17.8,0.7,36.236766,-84.906866,18-06-2026 20:22
USAT-07667,49.4,81.5,33.149402,-119.836011,18-06-2026 20:23
WERN-88919,29.6,80.1,25.889869,-78.389627,18-06-2026 20:23
SAIA-52481,45.4,90.8,31.411617,-80.592738,18-06-2026 20:24
KNGT-99486,68.8,16.0,42.971108,-113.597849,18-06-2026 20:24
KNGT-03929,42.5,13.1,43.552324,-112.385908,18-06-2026 20:25
WERN-63571,1.5,22.3,39.44507,-111.165912,18-06-2026 20:25
SCHN-77763,47.9,7.3,46.244291,-75.277952,18-06-2026 20:26
HUBG-68615,55.7,64.4,46.325526,-111.045209,18-06-2026 20:26
HUBG-55000,15.9,67.3,38.362676,-103.643728,18-06-2026 20:27
WERN-65580,37.7,26.6,41.451156,-115.532358,18-06-2026 20:27
SWFT-09716,21.6,70.9,36.749549,-97.199438,18-06-2026 20:28
SAIA-14535,-12.9,28.2,47.299643,-70.458352,18-06-2026 20:28
SAIA-09483,44.2,77.0,29.093714,-92.910353,18-06-2026 20:29
SCHN-82501,17.1,30.8,47.048022,-117.202003,18-06-2026 20:29
HUBG-48297,7.9,43.5,34.039127,-105.824896,18-06-2026 20:30
WERN-26060,19.4,88.1,43.16624,-90.151569,18-06-2026 20:30
SWFT-21466,30.3,76.2,44.618476,-67.883458,18-06-2026 20:31
SAIA-01464,46.9,14.8,28.813426,-109.827322,18-06-2026 20:31
SCHN-14374,61.3,37.8,46.984097,-94.141734,18-06-2026 20:32
CRST-77530,40.0,28.5,25.869952,-90.423946,18-06-2026 20:32
USAT-20990,69.5,43.8,42.677054,-119.854799,18-06-2026 20:33
HUBG-76051,-10.0,23.6,48.065924,-72.66461,18-06-2026 20:33
WERN-83843,-10.3,4.1,48.288936,-72.925642,18-06-2026 20:34
USAT-32485,50.1,93.4,26.088224,-106.822766,18-06-2026 20:34
KNGT-85707,35.2,95.0,43.7984,-87.967368,18-06-2026 20:35
SWFT-41390,56.9,34.4,28.99249,-115.014823,18-06-2026 20:35
KNGT-14092,39.5,51.6,38.242764,-106.453823,18-06-2026 20:36
WERN-29784,-23.8,62.5,33.622566,-85.792534,18-06-2026 20:36
KNGT-78278,38.9,22.0,40.55736,-112.433492,18-06-2026 20:37
CRST-79920,-4.9,82.0,36.443042,-73.547638,18-06-2026 20:37
SAIA-17268,17.5,24.6,37.86081,-69.88031,18-06-2026 20:38
USAT-92746,40.7,32.3,28.786898,-124.338715,18-06-2026 20:38
USAT-71829,37.3,13.3,32.689142,-78.982735,18-06-2026 20:39
CRST-22257,11.3,15.4,44.26319,-118.468925,18-06-2026 20:39
SWFT-42137,42.7,59.2,26.812257,-95.256251,18-06-2026 20:40
SWFT-73369,64.7,97.3,39.530506,-68.985225,18-06-2026 20:40
WERN-13948,-3.1,7.4,31.060151,-75.417329,18-06-2026 20:41
HUBG-63957,-13.7,14.0,41.502984,-67.629786,18-06-2026 20:41
KNGT-53247,-12.2,43.8,42.570654,-85.436355,18-06-2026 20:42
KNGT-60837,18.5,56.9,26.424213,-97.887249,18-06-2026 20:42
USAT-58790,3.3,34.4,44.457615,-90.627603,18-06-2026 20:43
KNGT-88694,19.4,10.5,24.252619,-82.402042,18-06-2026 20:43
WERN-87653,-17.0,87.6,48.359102,-67.955633,18-06-2026 20:44
SWFT-51695,-1.5,61.6,47.689979,-106.466931,18-06-2026 20:44
USAT-34812,8.0,89.6,26.944249,-109.621344,18-06-2026 20:45
USAT-48593,63.7,61.7,47.503451,-75.895763,18-06-2026 20:45
KNGT-58160,3.2,43.1,24.551721,-115.46749,18-06-2026 20:46
USAT-84311,-20.4,47.7,36.272302,-104.250831,18-06-2026 20:46
KNGT-95038,4.5,58.8,42.414347,-67.265224,18-06-2026 20:47
CRST-99433,64.0,8.2,28.763449,-78.829683,18-06-2026 20:47
HUBG-09979,15.6,27.4,38.857404,-117.62842,18-06-2026 20:48
WERN-77572,52.8,87.2,42.885695,-78.565808,18-06-2026 20:48
HUBG-51363,0.4,99.9,25.034011,-100.513902,18-06-2026 20:49
WERN-86732,-12.1,54.3,34.212346,-80.666263,18-06-2026 20:49
